"class","Response_rate","Responses","Mean_evaluation_score","Standard_deviation","Skewness","Kurtosis","Class_level","Response_level","Subset","Evaluation_level","Eval_test","SD_test","Skew_test","Kurt_test"
13,0.374592357066283,5,3,1.22474487139159,-0.912870929175277,2.5,"Small","Low",13,"Low",TRUE,TRUE,FALSE,FALSE
12,0.365066751288796,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
14,0.263172150073144,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
18,0.212636693786106,4,2.5,0.577350269189626,0,1,"Small","Low",1,"Low",TRUE,FALSE,TRUE,FALSE
10,0.389601760168958,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
19,0.261893216503863,5,4.6,0.547722557505166,-0.408248290463861,1.16666666666667,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
19,0.303126828365334,6,3.33333333333333,1.36626010212795,0.381801774160606,1.5,"Small","Low",1,"Low",TRUE,TRUE,TRUE,FALSE
19,0.399349566544518,8,4.625,0.744023809142845,-1.56430424345901,3.85952133194589,"Small","Low",37,"Very High",TRUE,FALSE,FALSE,FALSE
12,0.322888117559646,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
19,0.296802539346022,6,4.66666666666667,0.516397779494322,-0.707106781186549,1.5,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
15,0.301293247551296,5,3,1.58113883008419,0,1.7,"Small","Low",13,"Low",TRUE,TRUE,TRUE,FALSE
18,0.378820760869861,7,3.14285714285714,1.77281052085584,-0.229466001032511,1.35330578512397,"Small","Low",1,"Low",TRUE,TRUE,TRUE,FALSE
12,0.365591926348665,4,2.75,1.25830573921179,-0.652023664684754,2.09695290858726,"Small","Low",1,"Low",TRUE,TRUE,FALSE,FALSE
18,0.326513669356059,6,3.83333333333333,1.16904519445001,-0.487566866383941,1.98988697204045,"Small","Low",13,"Medium",TRUE,TRUE,TRUE,FALSE
19,0.350333183525202,7,4.42857142857143,0.786795792469443,-0.859893823298193,2.36390532544379,"Small","Low",13,"High",TRUE,TRUE,TRUE,FALSE
19,0.382494958940623,7,3.85714285714286,1.0690449676497,-0.595392465101802,2.359375,"Small","Low",13,"Medium",TRUE,TRUE,TRUE,FALSE
18,0.243724645324499,4,4.25,0.5,1.15470053837925,2.33333333333333,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
13,0.365020962633352,5,4.4,0.547722557505166,0.408248290463861,1.16666666666667,"Small","Low",25,"High",TRUE,FALSE,FALSE,FALSE
18,0.265635634994654,5,2.8,1.09544511501033,-0.867527617235708,2.72916666666667,"Small","Low",1,"Low",TRUE,TRUE,FALSE,FALSE
16,0.251980246976299,4,4.25,0.5,1.15470053837925,2.33333333333333,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
15,0.321710896676962,5,4,0.707106781186548,0,2.5,"Small","Low",25,"High",TRUE,FALSE,FALSE,FALSE
19,0.197787251244511,4,4,0.816496580927726,0,2,"Small","Low",25,"High",TRUE,TRUE,FALSE,FALSE
11,0.364936870949471,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",25,"Very High",TRUE,TRUE,FALSE,FALSE
11,0.397867840791333,4,4.25,0.5,1.15470053837925,2.33333333333333,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
16,0.262253845335236,4,3.5,1.29099444873581,0,1.64,"Small","Low",25,"Medium",TRUE,TRUE,TRUE,FALSE
12,0.335618753196886,4,3.25,1.25830573921179,0.652023664684754,2.09695290858726,"Small","Low",13,"Low",TRUE,TRUE,TRUE,FALSE
10,0.351477694861416,4,4.25,0.957427107756338,-0.493382200218159,1.62809917355372,"Small","Low",25,"High",TRUE,TRUE,TRUE,FALSE
19,0.282638879072577,5,4.6,0.547722557505166,-0.408248290463861,1.16666666666667,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
18,0.194900049277091,4,4.25,0.957427107756338,-0.493382200218159,1.62809917355372,"Small","Low",25,"High",TRUE,TRUE,TRUE,FALSE
16,0.378555266114662,6,4.33333333333333,0.816496580927726,-0.62609903369994,2.04,"Small","Low",13,"High",TRUE,TRUE,TRUE,FALSE
18,0.386565426546698,7,4.28571428571429,0.755928946018454,-0.459279326771845,2.10416666666667,"Small","Low",25,"High",TRUE,TRUE,TRUE,FALSE
17,0.395964777218411,7,4.42857142857143,0.534522483824849,0.288675134594811,1.08333333333333,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
18,0.250362296518291,5,3.4,0.547722557505166,0.408248290463864,1.16666666666667,"Small","Low",25,"Low",TRUE,FALSE,TRUE,FALSE
19,0.24188392609209,5,4.8,0.447213595499958,-1.5,3.25,"Small","Low",37,"Very High",TRUE,TRUE,TRUE,FALSE
12,0.394017530912433,5,3.4,0.547722557505166,0.408248290463864,1.16666666666667,"Small","Low",25,"Low",TRUE,FALSE,TRUE,FALSE
13,0.272017885763615,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
18,0.376226054314991,7,3,1.15470053837925,0.701560760020114,2.1875,"Small","Low",25,"Low",TRUE,TRUE,TRUE,FALSE
15,0.347290610865468,5,4.6,0.547722557505166,-0.408248290463861,1.16666666666667,"Small","Low",25,"Very High",TRUE,TRUE,FALSE,FALSE
19,0.241854916489555,5,4.2,1.09544511501033,-0.408248290463864,1.16666666666667,"Small","Low",25,"High",TRUE,TRUE,FALSE,FALSE
13,0.377881676591768,5,3.6,0.547722557505166,-0.408248290463864,1.16666666666667,"Small","Low",25,"Medium",TRUE,FALSE,TRUE,FALSE
18,0.291078182239487,5,3.6,1.14017542509914,-0.27154541788364,1.95562130177515,"Small","Low",25,"Medium",TRUE,TRUE,TRUE,FALSE
14,0.350460708720211,5,4.6,0.547722557505166,-0.408248290463861,1.16666666666667,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
16,0.263696976225941,4,4.25,0.957427107756338,-0.493382200218159,1.62809917355372,"Small","Low",25,"High",TRUE,TRUE,TRUE,FALSE
13,0.36674298579039,5,3.8,1.30384048104053,-0.36317347441943,1.6280276816609,"Small","Low",13,"Medium",TRUE,TRUE,TRUE,FALSE
17,0.360613039016777,6,4.33333333333333,0.816496580927726,-0.62609903369994,2.04,"Small","Low",25,"High",TRUE,TRUE,TRUE,FALSE
11,0.352872507701452,4,4.25,1.5,-1.15470053837925,2.33333333333333,"Small","Low",25,"High",TRUE,FALSE,FALSE,FALSE
18,0.337828343518828,6,3.5,1.6431676725155,-0.592592592592593,1.79012345679012,"Small","Low",1,"Medium",TRUE,TRUE,TRUE,FALSE
12,0.293244382349409,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
13,0.368896085680858,5,3.8,1.6431676725155,-1.16426364317472,2.81275720164609,"Small","Low",13,"Medium",TRUE,TRUE,FALSE,FALSE
19,0.373719368128422,7,4.57142857142857,0.534522483824849,-0.288675134594811,1.08333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
14,0.25085131498802,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
18,0.227236957534592,4,3.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",25,"Medium",TRUE,FALSE,FALSE,FALSE
11,0.349085835574143,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
13,0.325737169687641,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
17,0.237792665804452,4,4.25,0.5,1.15470053837925,2.33333333333333,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
15,0.243169863978654,4,4.25,0.5,1.15470053837925,2.33333333333333,"Small","Low",13,"High",TRUE,FALSE,FALSE,FALSE
18,0.294772278979097,5,4.8,0.447213595499958,-1.5,3.25,"Small","Low",37,"Very High",TRUE,TRUE,TRUE,FALSE
15,0.399327067512226,6,2.66666666666667,1.36626010212795,-0.381801774160606,1.5,"Small","Low",1,"Low",TRUE,TRUE,TRUE,FALSE
19,0.283105343992598,5,4,1,0,1.25,"Small","Low",25,"High",TRUE,TRUE,FALSE,FALSE
13,0.315496033554314,4,3.5,1,1.15470053837925,2.33333333333333,"Small","Low",13,"Medium",TRUE,TRUE,FALSE,FALSE
17,0.306018408985579,5,4.6,0.547722557505166,-0.408248290463861,1.16666666666667,"Small","Low",25,"Very High",TRUE,TRUE,FALSE,FALSE
13,0.271050633580256,4,4,0.816496580927726,0,2,"Small","Low",13,"High",TRUE,TRUE,FALSE,FALSE
16,0.335880875462156,5,4.4,0.547722557505166,0.408248290463861,1.16666666666667,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
13,0.373415988660099,5,4,1.22474487139159,-0.912870929175277,2.5,"Small","Low",13,"High",TRUE,TRUE,TRUE,FALSE
19,0.383339325109382,7,4.42857142857143,0.534522483824849,0.288675134594811,1.08333333333333,"Small","Low",25,"High",TRUE,FALSE,FALSE,FALSE
19,0.355404758163674,7,4.42857142857143,0.534522483824849,0.288675134594811,1.08333333333333,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
15,0.31446586298805,5,3.8,1.30384048104053,-0.36317347441943,1.6280276816609,"Small","Low",13,"Medium",TRUE,TRUE,TRUE,FALSE
19,0.268426973291879,5,4.4,0.894427190999916,-0.843750000000001,2.078125,"Small","Low",25,"High",TRUE,TRUE,TRUE,FALSE
9,0.391906477423517,4,3,1.82574185835055,0,1.36,"Small","Low",1,"Low",TRUE,TRUE,TRUE,FALSE
18,0.276047315900595,5,3.8,1.30384048104053,-0.36317347441943,1.6280276816609,"Small","Low",13,"Medium",TRUE,TRUE,TRUE,FALSE
18,0.290339249637207,5,3.6,0.894427190999916,-1.5,3.25,"Small","Low",13,"Medium",TRUE,TRUE,FALSE,FALSE
18,0.240261503684664,4,3.75,0.957427107756338,0.493382200218159,1.62809917355372,"Small","Low",25,"Medium",TRUE,TRUE,FALSE,FALSE
19,0.271889283590835,5,3.4,0.894427190999916,-0.84375,2.078125,"Small","Low",1,"Low",TRUE,TRUE,FALSE,FALSE
16,0.280682135469996,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
12,0.357103321453671,4,4,0.816496580927726,0,2,"Small","Low",25,"High",TRUE,TRUE,FALSE,FALSE
18,0.398356067342459,7,3.42857142857143,1.2724180205607,-0.877408290572616,3.06141868512111,"Small","Low",25,"Low",TRUE,TRUE,FALSE,FALSE
18,0.290485472474957,5,4.2,1.09544511501033,-0.408248290463864,1.16666666666667,"Small","Low",25,"High",TRUE,TRUE,FALSE,FALSE
16,0.370383686701291,6,3.83333333333333,1.60208197875972,-0.988645000974522,2.56788665879575,"Small","Low",13,"Medium",TRUE,TRUE,FALSE,FALSE
17,0.321520136842547,5,2.8,0.836660026534076,0.343621596744546,1.8469387755102,"Small","Low",1,"Low",TRUE,FALSE,TRUE,FALSE
14,0.378838050359057,5,3.6,1.14017542509914,-0.27154541788364,1.95562130177515,"Small","Low",13,"Medium",TRUE,TRUE,TRUE,FALSE
18,0.397678949092435,7,4.42857142857143,0.534522483824849,0.288675134594811,1.08333333333333,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
18,0.306911058781496,6,4,1.26491106406735,-0.649519052838329,1.875,"Small","Low",25,"High",TRUE,TRUE,TRUE,FALSE
18,0.35653934495126,6,4.16666666666667,0.983192080250175,-0.332970951214025,1.32342449464923,"Small","Low",25,"High",TRUE,TRUE,FALSE,FALSE
11,0.370632565445763,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
16,0.397562554323256,6,4,0.894427190999916,0,1.5,"Small","Low",13,"High",TRUE,TRUE,FALSE,FALSE
11,0.362261183867874,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
19,0.36964537445033,7,4.14285714285714,0.899735410842437,-0.272380105814574,1.49307958477509,"Small","Low",13,"High",TRUE,TRUE,FALSE,FALSE
14,0.348633862489805,5,4.6,0.547722557505166,-0.408248290463861,1.16666666666667,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
19,0.342155744761279,7,3.85714285714286,0.690065559342354,0.134164078649987,2.39,"Small","Low",25,"Medium",TRUE,FALSE,FALSE,FALSE
15,0.339496761870728,5,4.4,0.547722557505166,0.408248290463861,1.16666666666667,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
17,0.27599109316054,5,4.4,0.547722557505166,0.408248290463861,1.16666666666667,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
14,0.347073715244056,5,3.8,0.836660026534076,0.343621596744546,1.8469387755102,"Small","Low",13,"Medium",TRUE,TRUE,FALSE,FALSE
13,0.391301893495547,5,4.6,0.547722557505166,-0.408248290463861,1.16666666666667,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
18,0.395880737779938,7,3.57142857142857,1.13389341902768,-0.559451361006035,1.940329218107,"Small","Low",25,"Medium",TRUE,TRUE,TRUE,FALSE
12,0.336627462004228,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
14,0.390139064836186,5,4.2,0.836660026534076,-0.343621596744546,1.8469387755102,"Small","Low",13,"High",TRUE,TRUE,FALSE,FALSE
13,0.360541129646108,5,3,1.22474487139159,0.912870929175277,2.5,"Small","Low",1,"Low",TRUE,TRUE,FALSE,FALSE
15,0.361789211770466,5,4.6,0.547722557505166,-0.408248290463861,1.16666666666667,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
12,0.298082855051828,4,4,0.816496580927726,0,2,"Small","Low",13,"High",TRUE,TRUE,FALSE,FALSE
18,0.391484391421266,7,4,0.577350269189626,0,3.5,"Small","Low",25,"High",TRUE,FALSE,FALSE,FALSE
17,0.300720659619101,5,4.8,0.447213595499958,-1.5,3.25,"Small","Low",37,"Very High",TRUE,TRUE,TRUE,FALSE
18,0.383498879542048,7,4.28571428571429,0.487950036474267,0.948683298050515,1.9,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
19,0.225727043172453,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",25,"Very High",TRUE,TRUE,FALSE,FALSE
15,0.327492306223641,5,4.2,0.447213595499958,1.5,3.25,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
18,0.201281298149679,4,3.75,0.957427107756338,0.493382200218159,1.62809917355372,"Small","Low",25,"Medium",TRUE,TRUE,FALSE,FALSE
16,0.357714790887085,6,3.66666666666667,1.50554530541816,-0.927342095727155,2.66782006920415,"Small","Low",1,"Medium",TRUE,TRUE,FALSE,FALSE
15,0.257583335252772,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
16,0.339690980171794,5,3.6,1.94935886896179,-0.507129516977031,1.38019390581717,"Small","Low",13,"Medium",TRUE,FALSE,TRUE,FALSE
14,0.291168646201005,4,3.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",25,"Medium",TRUE,FALSE,FALSE,FALSE
17,0.300892330968416,5,4.8,0.447213595499958,-1.5,3.25,"Small","Low",37,"Very High",TRUE,TRUE,TRUE,FALSE
18,0.241039153351303,4,4.25,0.5,1.15470053837925,2.33333333333333,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
13,0.356275128389726,5,4.4,0.547722557505166,0.408248290463861,1.16666666666667,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
13,0.35955449480723,5,4.2,0.836660026534076,-0.343621596744546,1.8469387755102,"Small","Low",37,"High",TRUE,TRUE,FALSE,FALSE
14,0.326706468245311,5,3,1.58113883008419,0,1.7,"Small","Low",1,"Low",TRUE,TRUE,TRUE,FALSE
19,0.249643470283124,5,4,0.707106781186548,0,2.5,"Small","Low",25,"High",TRUE,FALSE,FALSE,FALSE
12,0.332225020020719,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",25,"Very High",TRUE,TRUE,FALSE,FALSE
14,0.359453422763837,5,4.4,0.894427190999916,-0.843750000000001,2.078125,"Small","Low",37,"High",TRUE,TRUE,TRUE,FALSE
13,0.33971372852389,4,4.25,0.957427107756338,-0.493382200218159,1.62809917355372,"Small","Low",25,"High",TRUE,TRUE,TRUE,FALSE
19,0.213699494558381,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
12,0.369279970000445,4,3.75,0.957427107756338,0.493382200218159,1.62809917355372,"Small","Low",13,"Medium",TRUE,TRUE,FALSE,FALSE
16,0.388376999788015,6,4.33333333333333,0.516397779494322,0.707106781186549,1.5,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
19,0.27334476204341,5,4.4,0.547722557505166,0.408248290463861,1.16666666666667,"Small","Low",25,"High",TRUE,FALSE,FALSE,FALSE
19,0.261101648395849,5,4.4,0.547722557505166,0.408248290463861,1.16666666666667,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
11,0.361882272618494,4,3.25,0.957427107756338,-0.493382200218159,1.62809917355372,"Small","Low",1,"Low",TRUE,TRUE,FALSE,FALSE
18,0.201164365119871,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
18,0.240391737916517,4,3.5,1.29099444873581,0,1.64,"Small","Low",13,"Medium",TRUE,TRUE,TRUE,FALSE
12,0.301712637671627,4,4.25,0.5,1.15470053837925,2.33333333333333,"Small","Low",13,"High",TRUE,FALSE,FALSE,FALSE
16,0.291382990220041,5,4.8,0.447213595499958,-1.5,3.25,"Small","Low",37,"Very High",TRUE,TRUE,TRUE,FALSE
13,0.331087776562695,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
13,0.343519712455598,4,4,1.15470053837925,0,1,"Small","Low",13,"High",TRUE,TRUE,FALSE,FALSE
13,0.356018134114024,5,4.8,0.447213595499958,-1.5,3.25,"Small","Low",37,"Very High",TRUE,TRUE,TRUE,FALSE
17,0.377842637670068,6,3.66666666666667,1.211060141639,-0.0548202444686839,1.61157024793388,"Small","Low",25,"Medium",TRUE,TRUE,TRUE,FALSE
15,0.238870468379969,4,4.25,0.5,1.15470053837925,2.33333333333333,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
19,0.30855055685758,6,4.66666666666667,0.516397779494322,-0.707106781186549,1.5,"Small","Low",25,"Very High",TRUE,TRUE,FALSE,FALSE
11,0.33524575008276,4,3.25,0.5,1.15470053837925,2.33333333333333,"Small","Low",1,"Low",TRUE,FALSE,FALSE,FALSE
14,0.383063113280966,5,2.6,1.14017542509914,-0.27154541788364,1.95562130177515,"Small","Low",1,"Low",TRUE,TRUE,TRUE,FALSE
16,0.243717136080037,4,3.5,0.577350269189626,0,1,"Small","Low",25,"Medium",TRUE,FALSE,TRUE,FALSE
19,0.316120756376087,6,4.66666666666667,0.516397779494322,-0.707106781186549,1.5,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
12,0.380689201802764,5,4.6,0.547722557505166,-0.408248290463861,1.16666666666667,"Small","Low",25,"Very High",TRUE,TRUE,FALSE,FALSE
19,0.398583004654208,8,3.625,1.30247018062932,-0.913660721962148,3.1198891966759,"Small","Low",25,"Medium",TRUE,TRUE,FALSE,FALSE
18,0.370412017945153,7,4.42857142857143,0.786795792469443,-0.859893823298193,2.36390532544379,"Small","Low",25,"High",TRUE,TRUE,TRUE,FALSE
16,0.262575392573795,4,2.5,1.29099444873581,0,1.64,"Small","Low",1,"Low",TRUE,TRUE,TRUE,FALSE
16,0.227902898889417,4,3.25,2.06155281280883,-0.115317183390542,1.1522491349481,"Small","Low",25,"Low",TRUE,FALSE,TRUE,FALSE
12,0.398598761188931,5,4.6,0.547722557505166,-0.408248290463861,1.16666666666667,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
19,0.255574614383237,5,2.4,0.894427190999916,-0.84375,2.078125,"Small","Low",1,"Low",TRUE,TRUE,FALSE,FALSE
16,0.25120682344731,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
16,0.307823657832986,5,4.2,0.447213595499958,1.5,3.25,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
19,0.279412869739575,5,4.8,0.447213595499958,-1.5,3.25,"Small","Low",37,"Very High",TRUE,TRUE,TRUE,FALSE
19,0.24231323077291,5,4.4,0.547722557505166,0.408248290463861,1.16666666666667,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
18,0.388426833486438,7,4.14285714285714,0.690065559342354,-0.134164078649989,2.39,"Small","Low",25,"High",TRUE,FALSE,FALSE,FALSE
18,0.362876952372555,7,3.85714285714286,1.0690449676497,-0.595392465101802,2.359375,"Small","Low",25,"Medium",TRUE,TRUE,TRUE,FALSE
13,0.377169756916374,5,4,1,0,1.25,"Small","Low",25,"High",TRUE,TRUE,FALSE,FALSE
16,0.290720789353225,5,4.6,0.547722557505166,-0.408248290463861,1.16666666666667,"Small","Low",25,"Very High",TRUE,TRUE,FALSE,FALSE
17,0.212010801029072,4,3.5,1,1.15470053837925,2.33333333333333,"Small","Low",1,"Medium",TRUE,TRUE,FALSE,FALSE
18,0.265068046523089,5,4.6,0.547722557505166,-0.408248290463861,1.16666666666667,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
13,0.281407757188332,4,3,0.816496580927726,0,2,"Small","Low",13,"Low",TRUE,FALSE,TRUE,FALSE
19,0.297141803726629,6,4.66666666666667,0.516397779494322,-0.707106781186549,1.5,"Small","Low",25,"Very High",TRUE,TRUE,FALSE,FALSE
10,0.353417962877622,4,3.25,1.25830573921179,0.652023664684754,2.09695290858726,"Small","Low",1,"Low",TRUE,TRUE,TRUE,FALSE
19,0.270878947065254,5,4.6,0.547722557505166,-0.408248290463861,1.16666666666667,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
17,0.217200299032105,4,3.75,1.5,-0.213833433033195,1.2798353909465,"Small","Low",25,"Medium",TRUE,TRUE,TRUE,FALSE
15,0.326097445570658,5,3,1.22474487139159,-0.912870929175277,2.5,"Small","Low",1,"Low",TRUE,TRUE,FALSE,FALSE
14,0.323126829684879,5,3.4,1.51657508881031,-0.750030820440128,2.36389413988658,"Small","Low",25,"Low",TRUE,TRUE,FALSE,FALSE
19,0.374673178531056,7,4,0.816496580927726,0,1.75,"Small","Low",25,"High",TRUE,TRUE,FALSE,FALSE
17,0.272879062110744,5,4.2,0.836660026534076,-0.343621596744546,1.8469387755102,"Small","Low",25,"High",TRUE,TRUE,FALSE,FALSE
12,0.294528207856569,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
17,0.333085247495183,6,4,0.894427190999916,0,1.5,"Small","Low",13,"High",TRUE,TRUE,FALSE,FALSE
12,0.38169263441295,5,4.2,0.447213595499958,1.5,3.25,"Small","Low",37,"High",TRUE,FALSE,FALSE,FALSE
12,0.375283542312661,5,2.4,1.94935886896179,0.507129516977031,1.38019390581717,"Small","Low",1,"Low",TRUE,TRUE,TRUE,FALSE
11,0.344532359018837,4,4.25,0.957427107756338,-0.493382200218159,1.62809917355372,"Small","Low",25,"High",TRUE,TRUE,TRUE,FALSE
13,0.318440451224861,4,3.5,1.29099444873581,0,1.64,"Small","Low",1,"Medium",TRUE,TRUE,TRUE,FALSE
16,0.274584675965557,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Small","Low",37,"Very High",TRUE,TRUE,FALSE,FALSE
19,0.371213340502119,7,4.42857142857143,0.786795792469443,-0.859893823298193,2.36390532544379,"Small","Low",25,"High",TRUE,TRUE,TRUE,FALSE
12,0.375274125177754,5,4,1.4142135623731,-0.592927061281571,1.5625,"Small","Low",25,"High",TRUE,FALSE,TRUE,FALSE
17,0.265963154887246,5,4.2,0.836660026534076,-0.343621596744546,1.8469387755102,"Small","Low",25,"High",TRUE,TRUE,FALSE,FALSE
11,0.329785902593444,4,3.5,1.29099444873581,0,1.64,"Small","Low",25,"Medium",TRUE,TRUE,TRUE,FALSE
14,0.303772384501898,4,3,1.4142135623731,-0.816496580927726,2,"Small","Low",1,"Low",TRUE,TRUE,FALSE,FALSE
16,0.288337130152245,5,3.4,1.34164078649987,-0.111111111111111,1.39814814814815,"Small","Low",13,"Low",TRUE,TRUE,TRUE,FALSE
19,0.328426967600656,6,3.33333333333333,1.211060141639,0.0548202444686839,1.61157024793388,"Small","Low",13,"Low",TRUE,TRUE,TRUE,FALSE
